Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2635","Tea (including mate)","2013","2013","1000 t","77","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2635","Tea (including mate)","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2635","Tea (including mate)","2013","2013","1000 t","76","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2635","Tea (including mate)","2013","2013","kg/cap","0.48","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2635","Tea (including mate)","2013","2013","kcal/cap/d","0.53","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2635","Tea (including mate)","2013","2013","g/cap/d","0.13","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2640","Pepper","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5074","Stock Variation","S2640","Pepper","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2640","Pepper","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2640","Pepper","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2640","Pepper","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2640","Pepper","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2640","Pepper","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2640","Pepper","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2640","Pepper","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2641","Pimento","2013","2013","1000 t","95","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2641","Pimento","2013","2013","1000 t","29","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2641","Pimento","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2641","Pimento","2013","2013","1000 t","124","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2641","Pimento","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2641","Pimento","2013","2013","1000 t","121","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2641","Pimento","2013","2013","kg/cap","0.77","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2641","Pimento","2013","2013","kcal/cap/d","6.11","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2641","Pimento","2013","2013","g/cap/d","0.25","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2641","Pimento","2013","2013","g/cap/d","0.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2642","Cloves","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2642","Cloves","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2642","Cloves","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2642","Cloves","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2642","Cloves","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2642","Cloves","2013","2013","kcal/cap/d","0.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2642","Cloves","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2642","Cloves","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2645","Spices, Other","2013","2013","1000 t","224","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2645","Spices, Other","2013","2013","1000 t","85","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2645","Spices, Other","2013","2013","1000 t","3","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2645","Spices, Other","2013","2013","1000 t","306","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2645","Spices, Other","2013","2013","1000 t","306","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2013","2013","kg/cap","1.95","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2013","2013","kcal/cap/d","17.27","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2013","2013","g/cap/d","0.54","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2013","2013","g/cap/d","0.36","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2655","Wine","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2655","Wine","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2655","Wine","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2655","Wine","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2655","Wine","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2656","Beer","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2656","Beer","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2656","Beer","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2656","Beer","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2656","Beer","2013","2013","kg/cap","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2656","Beer","2013","2013","kcal/cap/d","0.02","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2656","Beer","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2657","Beverages, Fermented","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2657","Beverages, Fermented","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2657","Beverages, Fermented","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2657","Beverages, Fermented","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2657","Beverages, Fermented","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2657","Beverages, Fermented","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2658","Beverages, Alcoholic","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5074","Stock Variation","S2658","Beverages, Alcoholic","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2658","Beverages, Alcoholic","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2658","Beverages, Alcoholic","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2658","Beverages, Alcoholic","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2658","Beverages, Alcoholic","2013","2013","kg/cap","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2658","Beverages, Alcoholic","2013","2013","kcal/cap/d","0.04","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2659","Alcohol, Non-Food","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2659","Alcohol, Non-Food","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2659","Alcohol, Non-Food","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2659","Alcohol, Non-Food","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2731","Bovine Meat","2013","2013","1000 t","200","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2731","Bovine Meat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2731","Bovine Meat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2731","Bovine Meat","2013","2013","1000 t","201","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2731","Bovine Meat","2013","2013","1000 t","201","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2013","2013","kg/cap","1.28","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2731","Bovine Meat","2013","2013","kcal/cap/d","5.96","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2731","Bovine Meat","2013","2013","g/cap/d","0.54","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2731","Bovine Meat","2013","2013","g/cap/d","0.41","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2732","Mutton & Goat Meat","2013","2013","1000 t","208","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2732","Mutton & Goat Meat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2732","Mutton & Goat Meat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2732","Mutton & Goat Meat","2013","2013","1000 t","208","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2732","Mutton & Goat Meat","2013","2013","1000 t","208","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2013","2013","kg/cap","1.33","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2732","Mutton & Goat Meat","2013","2013","kcal/cap/d","5.64","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2732","Mutton & Goat Meat","2013","2013","g/cap/d","0.56","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2732","Mutton & Goat Meat","2013","2013","g/cap/d","0.35","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2733","Pigmeat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2733","Pigmeat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2733","Pigmeat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2733","Pigmeat","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2733","Pigmeat","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2733","Pigmeat","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2734","Poultry Meat","2013","2013","1000 t","220","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2734","Poultry Meat","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2734","Poultry Meat","2013","2013","1000 t","220","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2734","Poultry Meat","2013","2013","1000 t","220","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg/cap","1.4","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2734","Poultry Meat","2013","2013","kcal/cap/d","6.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2734","Poultry Meat","2013","2013","g/cap/d","0.44","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2734","Poultry Meat","2013","2013","g/cap/d","0.46","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2735","Meat, Other","2013","2013","1000 t","16","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2735","Meat, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2735","Meat, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2735","Meat, Other","2013","2013","1000 t","16","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2735","Meat, Other","2013","2013","1000 t","16","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2013","2013","kg/cap","0.1","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2735","Meat, Other","2013","2013","kcal/cap/d","0.28","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2735","Meat, Other","2013","2013","g/cap/d","0.06","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2735","Meat, Other","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2736","Offals, Edible","2013","2013","1000 t","93","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2736","Offals, Edible","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2736","Offals, Edible","2013","2013","1000 t","93","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2736","Offals, Edible","2013","2013","1000 t","93","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2013","2013","kg/cap","0.59","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2013","2013","kcal/cap/d","1.83","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2736","Offals, Edible","2013","2013","g/cap/d","0.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2736","Offals, Edible","2013","2013","g/cap/d","0.07","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2740","Butter, Ghee","2013","2013","1000 t","27","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2740","Butter, Ghee","2013","2013","1000 t","4","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2740","Butter, Ghee","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2740","Butter, Ghee","2013","2013","1000 t","31","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2740","Butter, Ghee","2013","2013","1000 t","31","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2013","2013","kg/cap","0.2","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2740","Butter, Ghee","2013","2013","kcal/cap/d","4.66","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2740","Butter, Ghee","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2740","Butter, Ghee","2013","2013","g/cap/d","0.53","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2743","Cream","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2743","Cream","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2743","Cream","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2743","Cream","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2743","Cream","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2743","Cream","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2737","Fats, Animals, Raw","2013","2013","1000 t","21","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2737","Fats, Animals, Raw","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2737","Fats, Animals, Raw","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2737","Fats, Animals, Raw","2013","2013","1000 t","21","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2737","Fats, Animals, Raw","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2737","Fats, Animals, Raw","2013","2013","1000 t","21","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2013","2013","kg/cap","0.13","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2737","Fats, Animals, Raw","2013","2013","kcal/cap/d","3.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2737","Fats, Animals, Raw","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2737","Fats, Animals, Raw","2013","2013","g/cap/d","0.34","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2781","Fish, Body Oil","2013","2013","1000 t","0.69","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2781","Fish, Body Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2781","Fish, Body Oil","2013","2013","1000 t","0.69","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2781","Fish, Body Oil","2013","2013","1000 t","0.69","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2781","Fish, Body Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2781","Fish, Body Oil","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2781","Fish, Body Oil","2013","2013","kcal/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2781","Fish, Body Oil","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2781","Fish, Body Oil","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2782","Fish, Liver Oil","2013","2013","1000 t","0.02","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2782","Fish, Liver Oil","2013","2013","1000 t","0.02","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2782","Fish, Liver Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2782","Fish, Liver Oil","2013","2013","1000 t","0.02","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2782","Fish, Liver Oil","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2782","Fish, Liver Oil","2013","2013","kcal/cap/d","0","E","Estimated value"
