Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2582","Maize Germ Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2582","Maize Germ Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2582","Maize Germ Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2582","Maize Germ Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2582","Maize Germ Oil","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2582","Maize Germ Oil","2013","2013","kcal/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2582","Maize Germ Oil","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2586","Oilcrops Oil, Other","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2586","Oilcrops Oil, Other","2013","2013","1000 t","7","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5074","Stock Variation","S2586","Oilcrops Oil, Other","2013","2013","1000 t","-1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2586","Oilcrops Oil, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2586","Oilcrops Oil, Other","2013","2013","1000 t","8","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2586","Oilcrops Oil, Other","2013","2013","1000 t","7","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2586","Oilcrops Oil, Other","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2586","Oilcrops Oil, Other","2013","2013","kg/cap","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","kcal/cap/d","0.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2586","Oilcrops Oil, Other","2013","2013","g/cap/d","0.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2601","Tomatoes and products","2013","2013","1000 t","251","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2601","Tomatoes and products","2013","2013","1000 t","23","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2601","Tomatoes and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2601","Tomatoes and products","2013","2013","1000 t","274","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2601","Tomatoes and products","2013","2013","1000 t","27","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2601","Tomatoes and products","2013","2013","1000 t","246","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2601","Tomatoes and products","2013","2013","kg/cap","1.57","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2601","Tomatoes and products","2013","2013","kcal/cap/d","0.82","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2601","Tomatoes and products","2013","2013","g/cap/d","0.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2601","Tomatoes and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2602","Onions","2013","2013","1000 t","1168","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2602","Onions","2013","2013","1000 t","360","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2602","Onions","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2602","Onions","2013","2013","1000 t","1528","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2602","Onions","2013","2013","1000 t","76","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2602","Onions","2013","2013","1000 t","1452","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2602","Onions","2013","2013","kg/cap","9.27","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2602","Onions","2013","2013","kcal/cap/d","9.65","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2602","Onions","2013","2013","g/cap/d","0.38","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2602","Onions","2013","2013","g/cap/d","0.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2605","Vegetables, other","2013","2013","1000 t","2772","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2605","Vegetables, other","2013","2013","1000 t","88","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2605","Vegetables, other","2013","2013","1000 t","8","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2605","Vegetables, other","2013","2013","1000 t","2852","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5521","Feed","S2605","Vegetables, other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2605","Vegetables, other","2013","2013","1000 t","269","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2605","Vegetables, other","2013","2013","1000 t","2583","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2605","Vegetables, other","2013","2013","kg/cap","16.49","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2605","Vegetables, other","2013","2013","kcal/cap/d","13.65","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2605","Vegetables, other","2013","2013","g/cap/d","0.67","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2605","Vegetables, other","2013","2013","g/cap/d","0.1","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2611","Oranges, Mandarines","2013","2013","1000 t","23","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2611","Oranges, Mandarines","2013","2013","1000 t","106","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2611","Oranges, Mandarines","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2611","Oranges, Mandarines","2013","2013","1000 t","128","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2611","Oranges, Mandarines","2013","2013","1000 t","6","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2611","Oranges, Mandarines","2013","2013","1000 t","121","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2611","Oranges, Mandarines","2013","2013","kg/cap","0.78","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2611","Oranges, Mandarines","2013","2013","kcal/cap/d","0.54","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2611","Oranges, Mandarines","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2611","Oranges, Mandarines","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2612","Lemons, Limes and products","2013","2013","1000 t","60","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2612","Lemons, Limes and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2612","Lemons, Limes and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2612","Lemons, Limes and products","2013","2013","1000 t","60","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2612","Lemons, Limes and products","2013","2013","1000 t","3","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2612","Lemons, Limes and products","2013","2013","1000 t","57","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2612","Lemons, Limes and products","2013","2013","kg/cap","0.36","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2612","Lemons, Limes and products","2013","2013","kcal/cap/d","0.23","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2612","Lemons, Limes and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2612","Lemons, Limes and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2613","Grapefruit and products","2013","2013","1000 t","61","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2613","Grapefruit and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2613","Grapefruit and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2613","Grapefruit and products","2013","2013","1000 t","61","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2613","Grapefruit and products","2013","2013","1000 t","3","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2613","Grapefruit and products","2013","2013","1000 t","58","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2613","Grapefruit and products","2013","2013","kg/cap","0.37","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2613","Grapefruit and products","2013","2013","kcal/cap/d","0.16","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2613","Grapefruit and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2613","Grapefruit and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2614","Citrus, Other","2013","2013","1000 t","7","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2614","Citrus, Other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2614","Citrus, Other","2013","2013","1000 t","7","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2614","Citrus, Other","2013","2013","1000 t","7","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2614","Citrus, Other","2013","2013","kg/cap","0.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2614","Citrus, Other","2013","2013","kcal/cap/d","0.03","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2614","Citrus, Other","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2614","Citrus, Other","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2615","Bananas","2013","2013","1000 t","774","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2615","Bananas","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2615","Bananas","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2615","Bananas","2013","2013","1000 t","774","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2615","Bananas","2013","2013","1000 t","77","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2615","Bananas","2013","2013","1000 t","697","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2615","Bananas","2013","2013","kg/cap","4.45","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2615","Bananas","2013","2013","kcal/cap/d","7.68","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2615","Bananas","2013","2013","g/cap/d","0.1","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2615","Bananas","2013","2013","g/cap/d","0.02","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2617","Apples and products","2013","2013","1000 t","148","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5074","Stock Variation","S2617","Apples and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2617","Apples and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2617","Apples and products","2013","2013","1000 t","148","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2617","Apples and products","2013","2013","1000 t","148","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2617","Apples and products","2013","2013","kg/cap","0.95","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2617","Apples and products","2013","2013","kcal/cap/d","1.23","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2617","Apples and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2617","Apples and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2618","Pineapples and products","2013","2013","1000 t","187","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2618","Pineapples and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2618","Pineapples and products","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2618","Pineapples and products","2013","2013","1000 t","186","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2618","Pineapples and products","2013","2013","1000 t","19","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2618","Pineapples and products","2013","2013","1000 t","168","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2618","Pineapples and products","2013","2013","kg/cap","1.07","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2618","Pineapples and products","2013","2013","kcal/cap/d","0.81","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2618","Pineapples and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2618","Pineapples and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2619","Dates","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2619","Dates","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2619","Dates","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2619","Dates","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2619","Dates","2013","2013","kcal/cap/d","0.02","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2619","Dates","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2619","Dates","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2620","Grapes and products (excl wine)","2013","2013","1000 t","41","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2620","Grapes and products (excl wine)","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2620","Grapes and products (excl wine)","2013","2013","1000 t","41","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2620","Grapes and products (excl wine)","2013","2013","1000 t","41","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2620","Grapes and products (excl wine)","2013","2013","kg/cap","0.26","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2620","Grapes and products (excl wine)","2013","2013","kcal/cap/d","0.41","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2620","Grapes and products (excl wine)","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2620","Grapes and products (excl wine)","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2625","Fruits, other","2013","2013","1000 t","2595","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2625","Fruits, other","2013","2013","1000 t","45","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5074","Stock Variation","S2625","Fruits, other","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2625","Fruits, other","2013","2013","1000 t","24","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2625","Fruits, other","2013","2013","1000 t","2616","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5123","Losses","S2625","Fruits, other","2013","2013","1000 t","260","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2625","Fruits, other","2013","2013","1000 t","2356","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2625","Fruits, other","2013","2013","kg/cap","15.05","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2625","Fruits, other","2013","2013","kcal/cap/d","17.55","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2625","Fruits, other","2013","2013","g/cap/d","0.19","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2625","Fruits, other","2013","2013","g/cap/d","0.2","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2630","Coffee and products","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2630","Coffee and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2630","Coffee and products","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2630","Coffee and products","2013","2013","1000 t","1","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2630","Coffee and products","2013","2013","kg/cap","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2630","Coffee and products","2013","2013","kcal/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2630","Coffee and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2633","Cocoa Beans and products","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2633","Cocoa Beans and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5301","Domestic supply quantity","S2633","Cocoa Beans and products","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5154","Other uses (non-food)","S2633","Cocoa Beans and products","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5142","Food","S2633","Cocoa Beans and products","2013","2013","1000 t","2","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","645","Food supply quantity (kg/capita/yr)","S2633","Cocoa Beans and products","2013","2013","kg/cap","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","664","Food supply (kcal/capita/day)","S2633","Cocoa Beans and products","2013","2013","kcal/cap/d","0.09","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","674","Protein supply quantity (g/capita/day)","S2633","Cocoa Beans and products","2013","2013","g/cap/d","0","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","684","Fat supply quantity (g/capita/day)","S2633","Cocoa Beans and products","2013","2013","g/cap/d","0.01","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5511","Production","S2635","Tea (including mate)","2013","2013","1000 t","64","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5611","Import Quantity","S2635","Tea (including mate)","2013","2013","1000 t","14","I","Value imputed by a receiving agency"
"FBSH","Food Balances (-2013, old methodology and population)","050","Bangladesh","5911","Export quantity","S2635","Tea (including mate)","2013","2013","1000 t","0","I","Value imputed by a receiving agency"
