Domain Code,Domain,Area Code (M49),Area,Food Group Code,Food Group,Indicator Code,Indicator,Year Code,Year,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0.59","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","33","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","46","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","295","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0.06","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0.12","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG13","Spices and condiments","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4004","Protein supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4005","Fat supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4006","Carbohydrate (available) supply","2023","2023","6123","Value","g/cap/d","0.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4007","Dietary fibre supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4003","Energy supply","2023","2023","6128","Value","kcal/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4017","Vitamin A supply (retinol equivalents)","2023","2023","6206","Value","μg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4018","Vitamin A supply (retinol activity equivalents)","2023","2023","6206","Value","μg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4009","Calcium supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0.01","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG14","Beverages","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4004","Protein supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4005","Fat supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4003","Energy supply","2023","2023","6128","Value","kcal/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2023","2023","6206","Value","μg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2023","2023","6206","Value","μg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4009","Calcium supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG15","Foods for particular nutritional uses","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4004","Protein supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4005","Fat supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4006","Carbohydrate (available) supply","2023","2023","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4007","Dietary fibre supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4003","Energy supply","2023","2023","6128","Value","kcal/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4017","Vitamin A supply (retinol equivalents)","2023","2023","6206","Value","μg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4018","Vitamin A supply (retinol activity equivalents)","2023","2023","6206","Value","μg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4009","Calcium supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","050","Bangladesh","FG20","Miscellaneous","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
